11.397726	14.931529	15.073348	19.876081	15.328081	17.117453	20.44261	15.223768	17.730059	13.561892	15.007267	16.777485	17.53995	17.2431	17.32243	13.026262	18.086248	12.811588	14.498186	16.253777	18.878616	14.154133	14.8631315	19.713333	15.327853	15.503767	17.151802	15.118542	16.912113	16.06932	18.628942	16.58515	19.891363	17.724562	15.792102	14.726834	64.82696	8.490979	8.354276	8.583967	64.805084	8.646207	7.3923707	6.887845	66.31658	63.812767	8.823157	9.643391	10.09008	65.363884	10.365066	7.7291427	8.482813	73.54999	48.850613	49.426243	49.316113	45.993538	48.057907	53.54151	147.59302	

15.714756	15.437924	16.282131	18.174053	16.728395	16.743176	16.121664	18.475138	14.739664	16.378836	19.050243	16.546549	17.994219	18.4037	18.760183	20.265095	22.704466	17.578157	13.287754	17.780783	19.722305	15.508517	16.027798	15.013424	22.49888	19.408842	17.967964	15.658312	16.52121	18.237976	10.059164	19.672169	15.286365	12.222688	19.099945	19.974237	70.9389	10.120504	8.422515	9.885478	66.50061	12.485786	11.042204	5.4220543	77.935455	64.60034	8.32897	9.076162	9.0759115	75.6286	10.719707	7.8970003	6.9479246	69.81318	50.01121	50.958076	57.027172	47.62743	60.351696	50.017315	157.99638	

17.553999	15.974056	17.56773	15.86663	16.15129	17.955263	21.017555	18.153498	17.61515	15.685538	19.41579	19.449827	17.38145	19.96381	16.881645	18.19292	19.899742	18.788404	15.151617	18.079062	16.916733	16.582796	15.805879	19.466213	15.271375	19.287504	18.228163	13.328285	16.36219	18.07014	12.76508	20.184101	15.981345	19.172031	17.262653	19.44117	63.23669	10.096124	11.116595	5.791896	74.688156	13.325883	11.125862	6.8305974	76.6672	77.36854	7.3101873	6.877222	11.34694	63.654377	9.2693405	10.618978	9.030091	69.73493	46.318928	57.761444	52.224716	55.40263	47.314095	53.588367	156.30508	

16.430553	18.191097	17.725115	19.045635	20.380445	14.145964	21.833735	23.984865	12.623081	19.161842	17.936785	24.546638	13.956145	16.326178	15.7544	23.600782	14.512594	15.97559	23.265059	17.73556	18.010044	18.742441	15.08155	13.430353	20.703865	16.707487	15.509918	22.116308	17.758804	17.00387	15.311625	20.03866	18.428854	18.549839	17.473082	17.982641	77.358864	11.071475	7.5801578	10.664217	80.967636	10.038588	6.3109684	8.598382	70.12599	73.15187	6.362914	9.281939	7.3530807	76.05377	8.646315	8.556183	11.005035	76.18855	60.383675	61.297802	52.50726	57.24261	58.685818	58.260303	174.18864	

16.02863	16.462164	20.981554	20.307528	18.192032	18.539785	13.640159	15.103873	17.47638	18.853306	16.754011	15.555719	13.570832	16.432573	18.19894	16.633837	15.727615	24.642817	20.900286	16.66723	16.971096	17.819204	19.169044	18.731756	16.66962	14.13445	16.307617	23.299252	17.409592	19.953373	16.613123	16.611002	17.281452	15.645772	13.559216	19.12668	74.87893	9.987443	9.13544	9.656819	71.98904	5.869581	11.515014	8.1017885	65.89199	76.924484	10.475755	5.7858486	7.807977	76.53474	9.802756	11.033659	13.404437	63.345093	53.7071	53.899834	50.88697	58.08286	52.654552	47.756474	158.49394	

18.582064	16.967024	19.171503	17.359135	13.06113	13.377455	16.131523	21.929783	18.749651	13.956473	13.714999	18.813643	21.327034	18.405756	21.021309	13.27907	24.004442	18.8784	13.583033	16.973469	20.7821	18.40354	16.088236	15.493276	17.621412	14.78635	17.891954	16.802053	17.576641	16.864435	14.012367	15.10004	17.054401	13.433477	15.214949	16.398596	65.90823	7.365495	11.796104	8.100873	70.684166	9.723618	7.921271	13.34749	79.65384	66.144424	8.450184	8.159661	8.980551	70.545654	7.4152923	5.973887	6.7205734	67.001465	49.886078	49.97119	58.134106	51.18999	55.37487	51.426502	157.99129	

15.374425	22.342213	23.081446	18.471664	15.34566	17.423944	18.359392	20.068733	13.64526	18.613369	19.84433	22.1572	17.038889	18.960922	17.74714	18.638863	16.363684	21.73545	17.365374	18.296116	14.936032	19.936659	20.906246	16.637667	16.483622	20.347542	14.465047	16.424501	12.765759	18.471443	19.107698	18.811749	20.193623	15.498231	23.560987	15.315689	79.46198	8.357782	9.719608	9.986365	77.43517	12.574235	10.706034	11.095146	76.54106	71.08689	6.4556994	9.227042	10.31683	66.62552	9.284418	7.147971	6.7890882	82.50773	58.7696	57.982254	54.24723	53.622086	53.380733	63.99627	170.99915	

16.37873	16.12877	14.444638	19.203651	19.898132	18.071493	16.86295	23.343235	18.857895	17.492182	15.42236	12.172951	18.014235	19.491442	17.220865	12.164065	18.826323	20.509102	12.133508	19.284813	16.776724	11.126976	15.011309	15.158729	15.77735	17.49857	11.086321	19.301481	15.943242	16.480408	20.625668	15.306557	16.999115	16.612751	13.681361	11.784658	66.930176	9.909211	9.833359	5.4597483	67.79441	11.176542	11.189973	6.636131	75.897995	67.19248	5.4906597	7.456653	5.6758046	64.54751	7.7606263	7.9947495	8.961496	68.017586	50.280437	51.249092	54.888077	53.521923	50.09536	52.80032	156.41757	

